#Top: top   Floorplan: synth_1   Part: xcku040-ffva1156-2-i
#Generated by: DELL   on: Fri Aug  2 21:06:56 2024
#Build: Vivado v2017.4   by: xbuild   on: Fri Dec 15 20:55:39 MST 2017
#Package Version: FINAL 2014-05-08
#Package Pin Delay Version: VERS. 2.1 2013-09-19

################################################################################
#INVALID / INCOMPLETE PINOUT
#One or more ports below has an ERROR in its "Board Voltage" column.  Run DRCs for more info.
################################################################################

#The following package pin(s) are connected to master PCIE reset pins, and #    should be tied off to LVTTL standard - 
IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
67,B26,IOB_X1Y174,IO_L9N_T1L_N5_AD12N_67,169.992,171.701,,,,,,,,,,,,,,,,,,,,
67,C26,IOB_X1Y173,IO_L9P_T1L_N4_AD12P_67,167.232,168.913,,,,,,,,,,,,,,,,,,,,
67,A24,IOB_X1Y176,IO_L10N_T1U_N7_QBC_AD4N_67,173.961,175.709,,,,,,,,,,,,,,,,,,,,
67,B24,IOB_X1Y175,IO_L10P_T1U_N6_QBC_AD4P_67,164.909,166.566,,,,,,,,,,,,,,,,,,,,
67,D25,IOB_X1Y178,IO_L11N_T1U_N9_GC_67,159.720,161.326,,,,,,,,,,,,,,,,,,,,
67,E25,IOB_X1Y177,IO_L11P_T1U_N8_GC_67,157.031,158.609,,,,,,,,,,,,,,,,,,,,
67,C24,IOB_X1Y180,IO_L12N_T1U_N11_GC_67,155.333,156.895,,,,,,,,,,,,,,,,,,,,
67,D24,IOB_X1Y179,IO_L12P_T1U_N10_GC_67,152.178,153.708,,,,,,,,,,,,,,,,,,,,
67,C23,IOB_X1Y183,IO_L13N_T2L_N1_GC_QBC_67,150.458,151.970,,,,,,,,,,,,,,,,,,,,
67,D23,IOB_X1Y182,IO_L13P_T2L_N0_GC_QBC_67,147.802,149.287,,,,,,,,,,,,,,,,,,,,
67,E23,IOB_X1Y185,IO_L14N_T2L_N3_GC_67,139.130,140.528,,,,,,,,,,,,,,,,,,,,
67,E22,IOB_X1Y184,IO_L14P_T2L_N2_GC_67,136.544,137.916,,,,,,,,,,,,,,,,,,,,
67,B22,IOB_X1Y187,IO_L15N_T2L_N5_AD11N_67,146.868,148.344,,,,,,,,,,,,,,,,,,,,
67,B21,IOB_X1Y186,IO_L15P_T2L_N4_AD11P_67,143.882,145.328,,,,,,,,,,,,,,,,,,,,
67,C22,IOB_X1Y189,IO_L16N_T2U_N7_QBC_AD3N_67,135.125,136.483,,,,,,,,,,,,,,,,,,,,
67,C21,IOB_X1Y188,IO_L16P_T2U_N6_QBC_AD3P_67,136.016,137.383,,,,,,,,,,,,,,,,,,,,
67,A20,IOB_X1Y191,IO_L17N_T2U_N9_AD10N_67,151.621,153.145,,,,,,,,,,,,,,,,,,,,
67,B20,IOB_X1Y190,IO_L17P_T2U_N8_AD10P_67,139.897,141.303,,,,,,,,,,,,,,,,,,,,
67,D21,IOB_X1Y193,IO_L18N_T2U_N11_AD2N_67,134.175,135.524,,,,,,,,,,,,,,,,,,,,
67,D20,IOB_X1Y192,IO_L18P_T2U_N10_AD2P_67,134.115,135.463,,,,,,,,,,,,,,,,,,,,
67,F25,IOB_X1Y196,IO_L19N_T3L_N1_DBC_AD9N_67,151.290,152.811,,,,,,,,,,,,,,,,,,,,
67,G24,IOB_X1Y195,IO_L19P_T3L_N0_DBC_AD9P_67,144.393,145.844,,,,,,,,,,,,,,,,,,,,
67,E21,IOB_X1Y198,IO_L20N_T3L_N3_AD1N_67,123.923,125.168,,,,,,,,,,,,,,,,,,,,
67,E20,IOB_X1Y197,IO_L20P_T3L_N2_AD1P_67,124.137,125.385,,,,,,,,,,,,,,,,,,,,
67,F24,IOB_X1Y200,IO_L21N_T3L_N5_AD8N_67,138.987,140.384,,,,,,,,,,,,,,,,,,,,
67,F23,IOB_X1Y199,IO_L21P_T3L_N4_AD8P_67,135.558,136.920,,,,,,,,,,,,,,,,,,,,
67,F20,IOB_X1Y202,IO_L22N_T3U_N7_DBC_AD0N_67,124.143,125.391,,,,,,,,,,,,,,,,,,,,
67,G20,IOB_X1Y201,IO_L22P_T3U_N6_DBC_AD0P_67,123.459,124.700,,,,,,,,,,,,,,,,,,,,
67,F22,IOB_X1Y204,IO_L23N_T3U_N9_67,126.944,128.220,,,,,,,,,,,,,,,,,,,,
67,G22,IOB_X1Y203,IO_L23P_T3U_N8_67,125.649,126.911,,,,,,,,,,,,,,,,,,,,
67,G21,IOB_X1Y206,IO_L24N_T3U_N11_67,124.624,125.877,,,,,,,,,,,,,,,,,,,,
67,H21,IOB_X1Y205,IO_L24P_T3U_N10_67,124.298,125.547,,,,,,,,,,,,,,,,,,,,
67,A26,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,0.00-1.80,
67,B23,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,0.00-1.80,
67,C20,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,0.00-1.80,
67,D27,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,0.00-1.80,
67,E24,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,0.00-1.80,
67,F21,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,0.00-1.80,
67,J20,,VREF_67,,,,,,,,,,,,,,,,,,,,,,
68,A17,IOB_X1Y220,IO_T0U_N12_VRP_68,174.556,176.310,,,,,,,,,,,,,,,,,,,,
68,C16,IOB_X1Y233,IO_T1U_N12_68,119.762,120.965,,,,,,,,,,,,,,,,,,,,
68,H14,IOB_X1Y246,IO_T2U_N12_68,101.673,102.695,,,,,,,,,,,,,,,,,,,,
68,L17,IOB_X1Y259,IO_T3U_N12_68,53.233,53.768,,,,,,,,,,,,,,,,,,,,
68,A14,IOB_X1Y209,IO_L1N_T0L_N1_DBC_68,147.745,149.230,,,,,,,,,,,,,,,,,,,,
68,B14,IOB_X1Y208,IO_L1P_T0L_N0_DBC_68,146.990,148.467,,,,,,,,,,,,,,,,,,,,
68,A18,IOB_X1Y211,IO_L2N_T0L_N3_68,160.181,161.790,,,,,,,,,,,,,,,,,,,,
68,A19,IOB_X1Y210,IO_L2P_T0L_N2_68,166.219,167.889,,,,,,,,,,,,,,,,,,,,
68,A15,IOB_X1Y213,IO_L3N_T0L_N5_AD15N_68,147.235,148.715,,,,,,,,,,,,,,,,,,,,
68,B15,IOB_X1Y212,IO_L3P_T0L_N4_AD15P_68,146.894,148.370,,,,,,,,,,,,,,,,,,,,
68,B19,IOB_X1Y215,IO_L4N_T0U_N7_DBC_AD7N_68,154.656,156.210,,,,,,,,,,,,,,,,,,,,
68,C19,IOB_X1Y214,IO_L4P_T0U_N6_DBC_AD7P_68,162.263,163.893,,,,,,,,,,,,,,,,,,,,
68,B16,IOB_X1Y217,IO_L5N_T0U_N9_AD14N_68,146.987,148.464,,,,,,,,,,,,,,,,,,,,
68,B17,IOB_X1Y216,IO_L5P_T0U_N8_AD14P_68,147.165,148.644,,,,,,,,,,,,,,,,,,,,
68,C17,IOB_X1Y219,IO_L6N_T0U_N11_AD6N_68,146.729,148.203,,,,,,,,,,,,,,,,,,,,
68,C18,IOB_X1Y218,IO_L6P_T0U_N10_AD6P_68,146.773,148.248,,,,,,,,,,,,,,,,,,,,
68,C14,IOB_X1Y222,IO_L7N_T1L_N1_QBC_AD13N_68,121.787,123.011,,,,,,,,,,,,,,,,,,,,
68,D14,IOB_X1Y221,IO_L7P_T1L_N0_QBC_AD13P_68,117.683,118.865,,,,,,,,,,,,,,,,,,,,
68,D15,IOB_X1Y224,IO_L8N_T1L_N3_AD5N_68,129.603,130.905,,,,,,,,,,,,,,,,,,,,
68,E15,IOB_X1Y223,IO_L8P_T1L_N2_AD5P_68,121.838,123.062,,,,,,,,,,,,,,,,,,,,
68,F14,IOB_X1Y226,IO_L9N_T1L_N5_AD12N_68,105.565,106.626,,,,,,,,,,,,,,,,,,,,
68,F15,IOB_X1Y225,IO_L9P_T1L_N4_AD12P_68,104.793,105.846,,,,,,,,,,,,,,,,,,,,
68,D18,IOB_X1Y228,IO_L10N_T1U_N7_QBC_AD4N_68,121.988,123.214,,,,,,,,,,,,,,,,,,,,
68,D19,IOB_X1Y227,IO_L10P_T1U_N6_QBC_AD4P_68,129.868,131.173,,,,,,,,,,,,,,,,,,,,
68,D16,IOB_X1Y230,IO_L11N_T1U_N9_GC_68,109.906,111.010,,,,,,,,,,,,,,,,,,,,
68,E16,IOB_X1Y229,IO_L11P_T1U_N8_GC_68,107.493,108.574,,,,,,,,,,,,,,,,,,,,
68,E17,IOB_X1Y232,IO_L12N_T1U_N11_GC_68,112.156,113.283,,,,,,,,,,,,,,,,,,,,
68,E18,IOB_X1Y231,IO_L12P_T1U_N10_GC_68,114.821,115.974,,,,,,,,,,,,,,,,,,,,
68,G16,IOB_X1Y235,IO_L13N_T2L_N1_GC_QBC_68,90.574,91.484,,,,,,,,,,,,,,,,,,,,
68,G17,IOB_X1Y234,IO_L13P_T2L_N0_GC_QBC_68,93.759,94.701,,,,,,,,,,,,,,,,,,,,
68,F17,IOB_X1Y237,IO_L14N_T2L_N3_GC_68,101.618,102.639,,,,,,,,,,,,,,,,,,,,
68,F18,IOB_X1Y236,IO_L14P_T2L_N2_GC_68,104.711,105.763,,,,,,,,,,,,,,,,,,,,
68,G14,IOB_X1Y239,IO_L15N_T2L_N5_AD11N_68,100.701,101.714,,,,,,,,,,,,,,,,,,,,
68,G15,IOB_X1Y238,IO_L15P_T2L_N4_AD11P_68,97.629,98.610,,,,,,,,,,,,,,,,,,,,
68,F19,IOB_X1Y241,IO_L16N_T2U_N7_QBC_AD3N_68,100.675,101.687,,,,,,,,,,,,,,,,,,,,
68,G19,IOB_X1Y240,IO_L16P_T2U_N6_QBC_AD3P_68,102.009,103.034,,,,,,,,,,,,,,,,,,,,
68,H16,IOB_X1Y243,IO_L17N_T2U_N9_AD10N_68,82.306,83.133,,,,,,,,,,,,,,,,,,,,
68,H17,IOB_X1Y242,IO_L17P_T2U_N8_AD10P_68,83.148,83.984,,,,,,,,,,,,,,,,,,,,
68,H18,IOB_X1Y245,IO_L18N_T2U_N11_AD2N_68,77.297,78.074,,,,,,,,,,,,,,,,,,,,
68,H19,IOB_X1Y244,IO_L18P_T2U_N10_AD2P_68,84.188,85.035,,,,,,,,,,,,,,,,,,,,
68,J14,IOB_X1Y248,IO_L19N_T3L_N1_DBC_AD9N_68,79.866,80.669,,,,,,,,,,,,,,,,,,,,
68,J15,IOB_X1Y247,IO_L19P_T3L_N0_DBC_AD9P_68,81.110,81.926,,,,,,,,,,,,,,,,,,,,
68,K17,IOB_X1Y250,IO_L20N_T3L_N3_AD1N_68,58.460,59.047,,,,,,,,,,,,,,,,,,,,
68,K18,IOB_X1Y249,IO_L20P_T3L_N2_AD1P_68,64.548,65.197,,,,,,,,,,,,,,,,,,,,
68,K15,IOB_X1Y252,IO_L21N_T3L_N5_AD8N_68,67.891,68.574,,,,,,,,,,,,,,,,,,,,
68,L15,IOB_X1Y251,IO_L21P_T3L_N4_AD8P_68,64.558,65.207,,,,,,,,,,,,,,,,,,,,
68,J18,IOB_X1Y254,IO_L22N_T3U_N7_DBC_AD0N_68,61.764,62.385,,,,,,,,,,,,,,,,,,,,
68,J19,IOB_X1Y253,IO_L22P_T3U_N6_DBC_AD0P_68,67.630,68.310,,,,,,,,,,,,,,,,,,,,
68,J16,IOB_X1Y256,IO_L23N_T3U_N9_68,67.437,68.115,,,,,,,,,,,,,,,,,,,,
68,K16,IOB_X1Y255,IO_L23P_T3U_N8_68,65.007,65.661,,,,,,,,,,,,,,,,,,,,
68,L18,IOB_X1Y258,IO_L24N_T3U_N11_68,53.444,53.981,,,,,,,,,,,,,,,,,,,,
68,L19,IOB_X1Y257,IO_L24P_T3U_N10_68,53.405,53.942,,,,,,,,,,,,,,,,,,,,
68,A16,,VCCO_68,,,,,,,,,,,,,,,,,,,,VCCO_68,0.00-1.80,
68,D17,,VCCO_68,,,,,,,,,,,,,,,,,,,,VCCO_68,0.00-1.80,
68,E14,,VCCO_68,,,,,,,,,,,,,,,,,,,,VCCO_68,0.00-1.80,
68,G18,,VCCO_68,,,,,,,,,,,,,,,,,,,,VCCO_68,0.00-1.80,
68,H15,,VCCO_68,,,,,,,,,,,,,,,,,,,,VCCO_68,0.00-1.80,
68,K19,,VCCO_68,,,,,,,,,,,,,,,,,,,,VCCO_68,0.00-1.80,
68,L14,,VREF_68,,,,,,,,,,,,,,,,,,,,,,
68,L16,,VCCO_68,,,,,,,,,,,,,,,,,,,,VCCO_68,0.00-1.80,
224,AP1,GTHE3_CHANNEL_X0Y0,MGTHRXN0_224,145.262,146.722,,,,,,,,,,,,,,,,,,,,
224,AP2,GTHE3_CHANNEL_X0Y0,MGTHRXP0_224,145.206,146.665,,,,,,,,,,,,,,,,,,,,
224,AN3,GTHE3_CHANNEL_X0Y0,MGTHTXN0_224,134.296,135.646,,,,,,,,,,,,,,,,,,,,
224,AN4,GTHE3_CHANNEL_X0Y0,MGTHTXP0_224,134.104,135.451,,,,,,,,,,,,,,,,,,,,
224,AF5,GTHE3_COMMON_X0Y0,MGTREFCLK0N_224,77.200,77.976,,,,,,,,,,,,,,,,,,,,
224,AF6,GTHE3_COMMON_X0Y0,MGTREFCLK0P_224,77.151,77.926,,,,,,,,,,,,,,,,,,,,
224,AM1,GTHE3_CHANNEL_X0Y1,MGTHRXN1_224,141.804,143.229,,,,,,,,,,,,,,,,,,,,
224,AM2,GTHE3_CHANNEL_X0Y1,MGTHRXP1_224,141.684,143.108,,,,,,,,,,,,,,,,,,,,
224,AM5,GTHE3_CHANNEL_X0Y1,MGTHTXN1_224,120.213,121.421,,,,,,,,,,,,,,,,,,,,
224,AM6,GTHE3_CHANNEL_X0Y1,MGTHTXP1_224,120.065,121.272,,,,,,,,,,,,,,,,,,,,
224,AD5,GTHE3_COMMON_X0Y0,MGTREFCLK1N_224,75.024,75.778,,,,,,,,,,,,,,,,,,,,
224,AD6,GTHE3_COMMON_X0Y0,MGTREFCLK1P_224,74.655,75.405,,,,,,,,,,,,,,,,,,,,
224,AK1,GTHE3_CHANNEL_X0Y2,MGTHRXN2_224,135.690,137.054,,,,,,,,,,,,,,,,,,,,
224,AK2,GTHE3_CHANNEL_X0Y2,MGTHRXP2_224,135.610,136.973,,,,,,,,,,,,,,,,,,,,
224,AL3,GTHE3_CHANNEL_X0Y2,MGTHTXN2_224,129.494,130.795,,,,,,,,,,,,,,,,,,,,
224,AL4,GTHE3_CHANNEL_X0Y2,MGTHTXP2_224,129.323,130.623,,,,,,,,,,,,,,,,,,,,
224,AJ3,GTHE3_CHANNEL_X0Y3,MGTHRXN3_224,121.878,123.103,,,,,,,,,,,,,,,,,,,,
224,AJ4,GTHE3_CHANNEL_X0Y3,MGTHRXP3_224,121.932,123.158,,,,,,,,,,,,,,,,,,,,
224,AK5,GTHE3_CHANNEL_X0Y3,MGTHTXN3_224,112.634,113.766,,,,,,,,,,,,,,,,,,,,
224,AK6,GTHE3_CHANNEL_X0Y3,MGTHTXP3_224,112.454,113.585,,,,,,,,,,,,,,,,,,,,
225,AH1,GTHE3_CHANNEL_X0Y4,MGTHRXN0_225,120.073,121.280,,,,,,,,,,,,,,,,,,,,
225,AH2,GTHE3_CHANNEL_X0Y4,MGTHRXP0_225,119.955,121.161,,,,,,,,,,,,,,,,,,,,
225,AH5,GTHE3_CHANNEL_X0Y4,MGTHTXN0_225,109.101,110.197,,,,,,,,,,,,,,,,,,,,
225,AH6,GTHE3_CHANNEL_X0Y4,MGTHTXP0_225,108.921,110.016,,,,,,,,,,,,,,,,,,,,
225,AB5,GTHE3_COMMON_X0Y1,MGTREFCLK0N_225,72.274,73.000,,,,,,,,,,,,,,,,,,,,
225,AB6,GTHE3_COMMON_X0Y1,MGTREFCLK0P_225,70.906,71.619,,,,,,,,,,,,,,,,,,,,
225,AF1,GTHE3_CHANNEL_X0Y5,MGTHRXN1_225,113.502,114.643,,,,,,,,,,,,,,,,,,,,
225,AF2,GTHE3_CHANNEL_X0Y5,MGTHRXP1_225,113.413,114.553,,,,,,,,,,,,,,,,,,,,
225,AG3,GTHE3_CHANNEL_X0Y5,MGTHTXN1_225,107.532,108.613,,,,,,,,,,,,,,,,,,,,
225,AG4,GTHE3_CHANNEL_X0Y5,MGTHTXP1_225,107.334,108.413,,,,,,,,,,,,,,,,,,,,
225,Y5,GTHE3_COMMON_X0Y1,MGTREFCLK1N_225,75.519,76.278,,,,,,,,,,,,,,,,,,,,
225,Y6,GTHE3_COMMON_X0Y1,MGTREFCLK1P_225,74.150,74.896,,,,,,,,,,,,,,,,,,,,
225,AD1,GTHE3_CHANNEL_X0Y6,MGTHRXN2_225,105.438,106.498,,,,,,,,,,,,,,,,,,,,
225,AD2,GTHE3_CHANNEL_X0Y6,MGTHRXP2_225,105.255,106.313,,,,,,,,,,,,,,,,,,,,
225,AE3,GTHE3_CHANNEL_X0Y6,MGTHTXN2_225,94.427,95.376,,,,,,,,,,,,,,,,,,,,
225,AE4,GTHE3_CHANNEL_X0Y6,MGTHTXP2_225,94.229,95.176,,,,,,,,,,,,,,,,,,,,
225,AB1,GTHE3_CHANNEL_X0Y7,MGTHRXN3_225,100.526,101.537,,,,,,,,,,,,,,,,,,,,
225,AB2,GTHE3_CHANNEL_X0Y7,MGTHRXP3_225,100.377,101.386,,,,,,,,,,,,,,,,,,,,
225,AC3,GTHE3_CHANNEL_X0Y7,MGTHTXN3_225,85.550,86.410,,,,,,,,,,,,,,,,,,,,
225,AC4,GTHE3_CHANNEL_X0Y7,MGTHTXP3_225,85.396,86.255,,,,,,,,,,,,,,,,,,,,
225,AP5,,MGTRREF_R,162.890,164.527,,,,,,,,,,,,,,,,,,,,
225,AP6,,MGTAVTTRCAL_R,156.695,158.270,,,,,,,,,,,,,,,,,,,,
226,Y1,GTHE3_CHANNEL_X0Y8,MGTHRXN0_226,99.317,100.315,,,,,,,,,,,,,,,,,,,,
226,Y2,GTHE3_CHANNEL_X0Y8,MGTHRXP0_226,99.160,100.156,,,,,,,,,,,,,,,,,,,,
226,AA3,GTHE3_CHANNEL_X0Y8,MGTHTXN0_226,80.498,81.307,,,,,,,,,,,,,,,,,,,,
226,AA4,GTHE3_CHANNEL_X0Y8,MGTHTXP0_226,80.367,81.175,,,,,,,,,,,,,,,,,,,,
226,V5,GTHE3_COMMON_X0Y2,MGTREFCLK0N_226,72.755,73.486,,,,,,,,,,,,,,,,,,,,
226,V6,GTHE3_COMMON_X0Y2,MGTREFCLK0P_226,73.140,73.875,,,,,,,,,,,,,,,,,,,,
226,V1,GTHE3_CHANNEL_X0Y9,MGTHRXN1_226,99.010,100.005,,,,,,,,,,,,,,,,,,,,
226,V2,GTHE3_CHANNEL_X0Y9,MGTHRXP1_226,98.924,99.918,,,,,,,,,,,,,,,,,,,,
226,W3,GTHE3_CHANNEL_X0Y9,MGTHTXN1_226,76.167,76.932,,,,,,,,,,,,,,,,,,,,
226,W4,GTHE3_CHANNEL_X0Y9,MGTHTXP1_226,75.974,76.738,,,,,,,,,,,,,,,,,,,,
226,T5,GTHE3_COMMON_X0Y2,MGTREFCLK1N_226,70.846,71.558,,,,,,,,,,,,,,,,,,,,
226,T6,GTHE3_COMMON_X0Y2,MGTREFCLK1P_226,71.570,72.289,,,,,,,,,,,,,,,,,,,,
226,T1,GTHE3_CHANNEL_X0Y10,MGTHRXN2_226,94.381,95.330,,,,,,,,,,,,,,,,,,,,
226,T2,GTHE3_CHANNEL_X0Y10,MGTHRXP2_226,94.207,95.154,,,,,,,,,,,,,,,,,,,,
226,U3,GTHE3_CHANNEL_X0Y10,MGTHTXN2_226,71.886,72.608,,,,,,,,,,,,,,,,,,,,
226,U4,GTHE3_CHANNEL_X0Y10,MGTHTXP2_226,71.717,72.438,,,,,,,,,,,,,,,,,,,,
226,P1,GTHE3_CHANNEL_X0Y11,MGTHRXN3_226,96.755,97.727,,,,,,,,,,,,,,,,,,,,
226,P2,GTHE3_CHANNEL_X0Y11,MGTHRXP3_226,96.562,97.533,,,,,,,,,,,,,,,,,,,,
226,R3,GTHE3_CHANNEL_X0Y11,MGTHTXN3_226,74.430,75.178,,,,,,,,,,,,,,,,,,,,
226,R4,GTHE3_CHANNEL_X0Y11,MGTHTXP3_226,74.325,75.072,,,,,,,,,,,,,,,,,,,,
227,M1,GTHE3_CHANNEL_X0Y12,MGTHRXN0_227,101.134,102.150,,,,,,,,,,,,,,,,,,,,
227,M2,GTHE3_CHANNEL_X0Y12,MGTHRXP0_227,101.152,102.169,,,,,,,,,,,,,,,,,,,,
227,N3,GTHE3_CHANNEL_X0Y12,MGTHTXN0_227,78.895,79.688,,,,,,,,,,,,,,,,,,,,
227,N4,GTHE3_CHANNEL_X0Y12,MGTHTXP0_227,78.708,79.500,,,,,,,,,,,,,,,,,,,,
227,P5,GTHE3_COMMON_X0Y3,MGTREFCLK0N_227,75.938,76.701,,,,,,,,,,,,,,,,,,,,
227,P6,GTHE3_COMMON_X0Y3,MGTREFCLK0P_227,76.688,77.459,,,,,,,,,,,,,,,,,,,,
227,K1,GTHE3_CHANNEL_X0Y13,MGTHRXN1_227,105.559,106.620,,,,,,,,,,,,,,,,,,,,
227,K2,GTHE3_CHANNEL_X0Y13,MGTHRXP1_227,105.478,106.538,,,,,,,,,,,,,,,,,,,,
227,L3,GTHE3_CHANNEL_X0Y13,MGTHTXN1_227,85.203,86.060,,,,,,,,,,,,,,,,,,,,
227,L4,GTHE3_CHANNEL_X0Y13,MGTHTXP1_227,85.099,85.954,,,,,,,,,,,,,,,,,,,,
227,M5,GTHE3_COMMON_X0Y3,MGTREFCLK1N_227,75.345,76.103,,,,,,,,,,,,,,,,,,,,
227,M6,GTHE3_COMMON_X0Y3,MGTREFCLK1P_227,75.722,76.483,,,,,,,,,,,,,,,,,,,,
227,H1,GTHE3_CHANNEL_X0Y14,MGTHRXN2_227,107.876,108.960,,,,,,,,,,,,,,,,,,,,
227,H2,GTHE3_CHANNEL_X0Y14,MGTHRXP2_227,107.953,109.038,,,,,,,,,,,,,,,,,,,,
227,J3,GTHE3_CHANNEL_X0Y14,MGTHTXN2_227,89.800,90.702,,,,,,,,,,,,,,,,,,,,
227,J4,GTHE3_CHANNEL_X0Y14,MGTHTXP2_227,89.598,90.499,,,,,,,,,,,,,,,,,,,,
227,F1,GTHE3_CHANNEL_X0Y15,MGTHRXN3_227,118.551,119.743,,,,,,,,,,,,,,,,,,,,
227,F2,GTHE3_CHANNEL_X0Y15,MGTHRXP3_227,118.387,119.577,,,,,,,,,,,,,,,,,,,,
227,G3,GTHE3_CHANNEL_X0Y15,MGTHTXN3_227,99.395,100.394,,,,,,,,,,,,,,,,,,,,
227,G4,GTHE3_CHANNEL_X0Y15,MGTHTXP3_227,99.200,100.197,,,,,,,,,,,,,,,,,,,,
228,E3,GTHE3_CHANNEL_X0Y16,MGTHRXN0_228,111.840,112.964,,,,,,,,,,,,,,,,,,,,
228,E4,GTHE3_CHANNEL_X0Y16,MGTHRXP0_228,111.804,112.928,,,,,,,,,,,,,,,,,,,,
228,F5,GTHE3_CHANNEL_X0Y16,MGTHTXN0_228,97.216,98.193,,,,,,,,,,,,,,,,,,,,
228,F6,GTHE3_CHANNEL_X0Y16,MGTHTXP0_228,97.181,98.157,,,,,,,,,,,,,,,,,,,,
228,K5,GTHE3_COMMON_X0Y4,MGTREFCLK0N_228,81.360,82.178,,,,,,,,,,,,,,,,,,,,
228,K6,GTHE3_COMMON_X0Y4,MGTREFCLK0P_228,82.130,82.955,,,,,,,,,,,,,,,,,,,,
228,D1,GTHE3_CHANNEL_X0Y17,MGTHRXN1_228,133.941,135.287,,,,,,,,,,,,,,,,,,,,
228,D2,GTHE3_CHANNEL_X0Y17,MGTHRXP1_228,133.796,135.140,,,,,,,,,,,,,,,,,,,,
228,D5,GTHE3_CHANNEL_X0Y17,MGTHTXN1_228,103.674,104.716,,,,,,,,,,,,,,,,,,,,
228,D6,GTHE3_CHANNEL_X0Y17,MGTHTXP1_228,103.494,104.534,,,,,,,,,,,,,,,,,,,,
228,H5,GTHE3_COMMON_X0Y4,MGTREFCLK1N_228,85.255,86.112,,,,,,,,,,,,,,,,,,,,
228,H6,GTHE3_COMMON_X0Y4,MGTREFCLK1P_228,86.617,87.488,,,,,,,,,,,,,,,,,,,,
228,B1,GTHE3_CHANNEL_X0Y18,MGTHRXN2_228,143.104,144.542,,,,,,,,,,,,,,,,,,,,
228,B2,GTHE3_CHANNEL_X0Y18,MGTHRXP2_228,142.911,144.348,,,,,,,,,,,,,,,,,,,,
228,C3,GTHE3_CHANNEL_X0Y18,MGTHTXN2_228,126.327,127.597,,,,,,,,,,,,,,,,,,,,
228,C4,GTHE3_CHANNEL_X0Y18,MGTHTXP2_228,126.158,127.426,,,,,,,,,,,,,,,,,,,,
228,A3,GTHE3_CHANNEL_X0Y19,MGTHRXN3_228,132.596,133.928,,,,,,,,,,,,,,,,,,,,
228,A4,GTHE3_CHANNEL_X0Y19,MGTHRXP3_228,132.485,133.816,,,,,,,,,,,,,,,,,,,,
228,B5,GTHE3_CHANNEL_X0Y19,MGTHTXN3_228,110.043,111.149,,,,,,,,,,,,,,,,,,,,
228,B6,GTHE3_CHANNEL_X0Y19,MGTHTXP3_228,109.844,110.948,,,,,,,,,,,,,,,,,,,,
,W11,SYSMONE1_X0Y0,VN,63.826,64.468,,,,,,,,,,,,,,,,,,,,
,V12,SYSMONE1_X0Y0,VP,42.948,43.379,,,,,,,,,,,,,,,,,,,,
,A1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A31,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A32,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A33,,NC,,,,,,,,,,,,,,,,,,,,,,
,A34,,NC,,,,,,,,,,,,,,,,,,,,,,
,A5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AA11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AA13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AA15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AA17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA18,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,AA19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA31,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
